	alias.number	alias	target.number	target	name	description	namespace
11220	11127	ENTREZGENE_ACC:51264	11127.1	ENSG00000108826	MRPL27	mitochondrial ribosomal protein L27 [Source:HGNC Symbol;Acc:HGNC:14483]	ENTREZGENE
11221	3466	ENTREZGENE_ACC:51265	3466.1	ENSG00000006837	CDKL3	cyclin-dependent kinase-like 3 [Source:HGNC Symbol;Acc:HGNC:15483]	ENTREZGENE
11222	3836	ENTREZGENE_ACC:51266	3836.1	ENSG00000165682	CLEC1B	C-type lectin domain family 1, member B [Source:HGNC Symbol;Acc:HGNC:24356]	ENTREZGENE
11223	3835	ENTREZGENE_ACC:51267	3835.1	ENSG00000150048	CLEC1A	C-type lectin domain family 1, member A [Source:HGNC Symbol;Acc:HGNC:24355]	ENTREZGENE
11224	13432	ENTREZGENE_ACC:51268	13432.1	ENSG00000179761	PIPOX	pipecolic acid oxidase [Source:HGNC Symbol;Acc:HGNC:17804]	ENTREZGENE
11225	3442	ENTREZGENE_ACC:5127	3442.1	ENSG00000102225	CDK16	cyclin-dependent kinase 16 [Source:HGNC Symbol;Acc:HGNC:8749]	ENTREZGENE
11226	17888	ENTREZGENE_ACC:51270	17888.1	ENSG00000183434	TFDP3	transcription factor Dp family, member 3 [Source:HGNC Symbol;Acc:HGNC:24603]	ENTREZGENE
11227	19001	ENTREZGENE_ACC:51271	19001.1	ENSG00000165006	UBAP1	ubiquitin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:12461]	ENTREZGENE
11228	1462	ENTREZGENE_ACC:51272	1462.1	ENSG00000177951	BET1L	Bet1 golgi vesicular membrane trafficking protein-like [Source:HGNC Symbol;Acc:HGNC:19348]	ENTREZGENE
11229	9088	ENTREZGENE_ACC:51274	9088.1	ENSG00000109787	KLF3	Kruppel-like factor 3 (basic) [Source:HGNC Symbol;Acc:HGNC:16516]	ENTREZGENE
11230	1780	ENTREZGENE_ACC:51275	1780.1	ENSG00000234608	MAPKAPK5-AS1	MAPKAPK5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:24091]	ENTREZGENE
11231	20229	ENTREZGENE_ACC:51276	20229.1	ENSG00000180479	ZNF571	zinc finger protein 571 [Source:HGNC Symbol;Acc:HGNC:25000]	ENTREZGENE
11232	5059	ENTREZGENE_ACC:51277	5059.1	ENSG00000115137	DNAJC27	DnaJ (Hsp40) homolog, subfamily C, member 27 [Source:HGNC Symbol;Acc:HGNC:30290]	ENTREZGENE
11233	8220	ENTREZGENE_ACC:51278	8220.1	ENSG00000162783	IER5	immediate early response 5 [Source:HGNC Symbol;Acc:HGNC:5393]	ENTREZGENE
11234	2122	ENTREZGENE_ACC:51279	2122.1	ENSG00000139178	C1RL	complement component 1, r subcomponent-like [Source:HGNC Symbol;Acc:HGNC:21265]	ENTREZGENE
11235	3443	ENTREZGENE_ACC:5128	3443.1	ENSG00000059758	CDK17	cyclin-dependent kinase 17 [Source:HGNC Symbol;Acc:HGNC:8750]	ENTREZGENE
11236	7190	ENTREZGENE_ACC:51280	7190.1	ENSG00000135052	GOLM1	golgi membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15451]	ENTREZGENE
11237	652	ENTREZGENE_ACC:51281	652.1	ENSG00000144504	ANKMY1	ankyrin repeat and MYND domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20987]	ENTREZGENE
11238	15512	ENTREZGENE_ACC:51282	15512.1	ENSG00000171222	SCAND1	SCAN domain containing 1 [Source:HGNC Symbol;Acc:HGNC:10566]	ENTREZGENE
11239	1470	ENTREZGENE_ACC:51283	1470.1	ENSG00000103429	BFAR	bifunctional apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:17613]	ENTREZGENE
11240	18048	ENTREZGENE_ACC:51284	18048.1	ENSG00000196664	TLR7	toll-like receptor 7 [Source:HGNC Symbol;Acc:HGNC:15631]	ENTREZGENE
11241	14652	ENTREZGENE_ACC:51285	14652.1	ENSG00000103710	RASL12	RAS-like, family 12 [Source:HGNC Symbol;Acc:HGNC:30289]	ENTREZGENE
11242	3545	ENTREZGENE_ACC:51286	3545.1	ENSG00000184524	CEND1	cell cycle exit and neuronal differentiation 1 [Source:HGNC Symbol;Acc:HGNC:24153]	ENTREZGENE
11243	3647	ENTREZGENE_ACC:51287	3647.1	ENSG00000181924	COA4	cytochrome c oxidase assembly factor 4 homolog [Source:HGNC Symbol;Acc:HGNC:24604]	ENTREZGENE
11244	15395	ENTREZGENE_ACC:51289	15395.1	ENSG00000182631	RXFP3	relaxin/insulin-like family peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:24883]	ENTREZGENE
11245	3444	ENTREZGENE_ACC:5129	3444.1	ENSG00000117266	CDK18	cyclin-dependent kinase 18 [Source:HGNC Symbol;Acc:HGNC:8751]	ENTREZGENE
11246	5666	ENTREZGENE_ACC:51290	5666.1	ENSG00000087502	ERGIC2	ERGIC and golgi 2 [Source:HGNC Symbol;Acc:HGNC:30208]	ENTREZGENE
11247	7100	ENTREZGENE_ACC:51291	7100.1	ENSG00000089639	GMIP	GEM interacting protein [Source:HGNC Symbol;Acc:HGNC:24852]	ENTREZGENE
11248	7105	ENTREZGENE_ACC:51292	7105.1	ENSG00000100938	GMPR2	guanosine monophosphate reductase 2 [Source:HGNC Symbol;Acc:HGNC:4377]	ENTREZGENE
11249	3313	ENTREZGENE_ACC:51293	3313.1	ENSG00000167775	CD320	CD320 molecule [Source:HGNC Symbol;Acc:HGNC:16692]	ENTREZGENE
11250	12979	ENTREZGENE_ACC:51294	12979.1	ENSG00000113555	PCDH12	protocadherin 12 [Source:HGNC Symbol;Acc:HGNC:8657]	ENTREZGENE
11251	5328	ENTREZGENE_ACC:51295	5328.1	ENSG00000130159	ECSIT	ECSIT signalling integrator [Source:HGNC Symbol;Acc:HGNC:29548]	ENTREZGENE
11252	16086	ENTREZGENE_ACC:51296	16086.1	ENSG00000110446	SLC15A3	solute carrier family 15 (oligopeptide transporter), member 3 [Source:HGNC Symbol;Acc:HGNC:18068]	ENTREZGENE
11253	13611	ENTREZGENE_ACC:51297	13611.1	ENSG00000198183	BPIFA1	BPI fold containing family A, member 1 [Source:HGNC Symbol;Acc:HGNC:15749]	ENTREZGENE
11254	17946	ENTREZGENE_ACC:51298	17946.1	ENSG00000105549	THEG	theg spermatid protein [Source:HGNC Symbol;Acc:HGNC:13706]	ENTREZGENE
11255	12091	ENTREZGENE_ACC:51299	12091.1	ENSG00000124785	NRN1	neuritin 1 [Source:HGNC Symbol;Acc:HGNC:17972]	ENTREZGENE
11256	1194	ENTREZGENE_ACC:513	1194.1	ENSG00000099624	ATP5D	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit [Source:HGNC Symbol;Acc:HGNC:837]	ENTREZGENE
11257	13087	ENTREZGENE_ACC:5130	13087.1	ENSG00000161217	PCYT1A	phosphate cytidylyltransferase 1, choline, alpha [Source:HGNC Symbol;Acc:HGNC:8754]	ENTREZGENE
11258	2431	ENTREZGENE_ACC:51300	2431.1	ENSG00000113845	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1321]	ENTREZGENE
11259	6899	ENTREZGENE_ACC:51301	6899.1	ENSG00000176928	GCNT4	glucosaminyl (N-acetyl) transferase 4, core 2 [Source:HGNC Symbol;Acc:HGNC:17973]	ENTREZGENE
11260	4553	ENTREZGENE_ACC:51302	4553.1	ENSG00000146233	CYP39A1	cytochrome P450, family 39, subfamily A, polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:17449]	ENTREZGENE
11261	6415	ENTREZGENE_ACC:51303	6415.1	ENSG00000134285	FKBP11	FK506 binding protein 11, 19 kDa [Source:HGNC Symbol;Acc:HGNC:18624]	ENTREZGENE
11262	19825	ENTREZGENE_ACC:51304	19825.1	ENSG00000163812	ZDHHC3	zinc finger, DHHC-type containing 3 [Source:HGNC Symbol;Acc:HGNC:18470]	ENTREZGENE
11263	8796	ENTREZGENE_ACC:51305	8796.1	ENSG00000169427	KCNK9	potassium channel, two pore domain subfamily K, member 9 [Source:HGNC Symbol;Acc:HGNC:6283]	ENTREZGENE
11264	5907	ENTREZGENE_ACC:51306	5907.1	ENSG00000031003	FAM13B	family with sequence similarity 13, member B [Source:HGNC Symbol;Acc:HGNC:1335]	ENTREZGENE
11265	6070	ENTREZGENE_ACC:51307	6070.1	ENSG00000120709	FAM53C	family with sequence similarity 53, member C [Source:HGNC Symbol;Acc:HGNC:1336]	ENTREZGENE
11266	14785	ENTREZGENE_ACC:51308	14785.1	ENSG00000132563	REEP2	receptor accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:17975]	ENTREZGENE
11267	999	ENTREZGENE_ACC:51309	999.1	ENSG00000126947	ARMCX1	armadillo repeat containing, X-linked 1 [Source:HGNC Symbol;Acc:HGNC:18073]	ENTREZGENE
11268	16133	ENTREZGENE_ACC:51310	16133.1	ENSG00000092096	SLC22A17	solute carrier family 22, member 17 [Source:HGNC Symbol;Acc:HGNC:23095]	ENTREZGENE
11269	18049	ENTREZGENE_ACC:51311	18049.1	ENSG00000101916	TLR8	toll-like receptor 8 [Source:HGNC Symbol;Acc:HGNC:15632]	ENTREZGENE
11270	16187	ENTREZGENE_ACC:51312	16187.1	ENSG00000147454	SLC25A37	solute carrier family 25 (mitochondrial iron transporter), member 37 [Source:HGNC Symbol;Acc:HGNC:29786]	ENTREZGENE
11271	6003	ENTREZGENE_ACC:51313	6003.1	ENSG00000164125	FAM198B	family with sequence similarity 198, member B [Source:HGNC Symbol;Acc:HGNC:25312]	ENTREZGENE
11272	18961	ENTREZGENE_ACC:51314	18961.1	ENSG00000086288	NME8	NME/NM23 family member 8 [Source:HGNC Symbol;Acc:HGNC:16473]	ENTREZGENE
11273	9188	ENTREZGENE_ACC:51315	9188.1	ENSG00000172086	KRCC1	lysine-rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28039]	ENTREZGENE
11274	13510	ENTREZGENE_ACC:51316	13510.1	ENSG00000145287	PLAC8	placenta-specific 8 [Source:HGNC Symbol;Acc:HGNC:19254]	ENTREZGENE
11275	13317	ENTREZGENE_ACC:51317	13317.1	ENSG00000135365	PHF21A	PHD finger protein 21A [Source:HGNC Symbol;Acc:HGNC:24156]	ENTREZGENE
11276	11134	ENTREZGENE_ACC:51318	11134.1	ENSG00000132313	MRPL35	mitochondrial ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:14489]	ENTREZGENE
11277	15347	ENTREZGENE_ACC:51319	15347.1	ENSG00000174891	RSRC1	arginine/serine-rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24152]	ENTREZGENE
11278	13106	ENTREZGENE_ACC:5132	13106.1	ENSG00000116703	PDC	phosducin [Source:HGNC Symbol;Acc:HGNC:8759]	ENTREZGENE
11279	10819	ENTREZGENE_ACC:51320	10819.1	ENSG00000176624	MEX3C	mex-3 RNA binding family member C [Source:HGNC Symbol;Acc:HGNC:28040]	ENTREZGENE
11280	615	ENTREZGENE_ACC:51321	615.1	ENSG00000196704	AMZ2	archaelysin family metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:28041]	ENTREZGENE
11281	19437	ENTREZGENE_ACC:51322	19437.1	ENSG00000095787	WAC	WW domain containing adaptor with coiled-coil [Source:HGNC Symbol;Acc:HGNC:17327]	ENTREZGENE
11282	17101	ENTREZGENE_ACC:51324	17101.1	ENSG00000090487	SPG21	spastic paraplegia 21 (autosomal recessive, Mast syndrome) [Source:HGNC Symbol;Acc:HGNC:20373]	ENTREZGENE
11283	969	ENTREZGENE_ACC:51326	969.1	ENSG00000228696	ARL17B	ADP-ribosylation factor-like 17B [Source:HGNC Symbol;Acc:HGNC:32387]	ENTREZGENE
11284	437	ENTREZGENE_ACC:51327	437.1	ENSG00000169877	AHSP	alpha hemoglobin stabilizing protein [Source:HGNC Symbol;Acc:HGNC:18075]	ENTREZGENE
11285	982	ENTREZGENE_ACC:51329	982.1	ENSG00000182196	ARL6IP4	ADP-ribosylation factor-like 6 interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:18076]	ENTREZGENE
11286	13095	ENTREZGENE_ACC:5133	13095.1	ENSG00000188389	PDCD1	programmed cell death 1 [Source:HGNC Symbol;Acc:HGNC:8760]	ENTREZGENE
11287	18390	ENTREZGENE_ACC:51330	18390.1	ENSG00000006327	TNFRSF12A	tumor necrosis factor receptor superfamily, member 12A [Source:HGNC Symbol;Acc:HGNC:18152]	ENTREZGENE
11288	17182	ENTREZGENE_ACC:51332	17182.1	ENSG00000137877	SPTBN5	spectrin, beta, non-erythrocytic 5 [Source:HGNC Symbol;Acc:HGNC:15680]	ENTREZGENE
11289	20373	ENTREZGENE_ACC:51333	20373.1	ENSG00000179965	ZNF771	zinc finger protein 771 [Source:HGNC Symbol;Acc:HGNC:29653]	ENTREZGENE
11290	14127	ENTREZGENE_ACC:51334	14127.1	ENSG00000184838	PRR16	proline rich 16 [Source:HGNC Symbol;Acc:HGNC:29654]	ENTREZGENE
11291	11822	ENTREZGENE_ACC:51335	11822.1	ENSG00000182768	NGRN	neugrin, neurite outgrowth associated [Source:HGNC Symbol;Acc:HGNC:18077]	ENTREZGENE
11292	2705	ENTREZGENE_ACC:51337	2705.1	ENSG00000130193	THEM6	thioesterase superfamily member 6 [Source:HGNC Symbol;Acc:HGNC:29656]	ENTREZGENE
11293	11201	ENTREZGENE_ACC:51338	11201.1	ENSG00000110079	MS4A4A	membrane-spanning 4-domains, subfamily A, member 4A [Source:HGNC Symbol;Acc:HGNC:13371]	ENTREZGENE
11294	4600	ENTREZGENE_ACC:51339	4600.1	ENSG00000165617	DACT1	dishevelled-binding antagonist of beta-catenin 1 [Source:HGNC Symbol;Acc:HGNC:17748]	ENTREZGENE
11295	13097	ENTREZGENE_ACC:5134	13097.1	ENSG00000071994	PDCD2	programmed cell death 2 [Source:HGNC Symbol;Acc:HGNC:8762]	ENTREZGENE
11296	4229	ENTREZGENE_ACC:51340	4229.1	ENSG00000101343	CRNKL1	crooked neck pre-mRNA splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:15762]	ENTREZGENE
11297	19761	ENTREZGENE_ACC:51341	19761.1	ENSG00000178951	ZBTB7A	zinc finger and BTB domain containing 7A [Source:HGNC Symbol;Acc:HGNC:18078]	ENTREZGENE
11298	6725	ENTREZGENE_ACC:51343	6725.1	ENSG00000105325	FZR1	fizzy/cell division cycle 20 related 1 [Source:HGNC Symbol;Acc:HGNC:24824]	ENTREZGENE
11299	17626	ENTREZGENE_ACC:51347	17626.1	ENSG00000135090	TAOK3	TAO kinase 3 [Source:HGNC Symbol;Acc:HGNC:18133]	ENTREZGENE
11300	9165	ENTREZGENE_ACC:51348	9165.1	ENSG00000150045	KLRF1	killer cell lectin-like receptor subfamily F, member 1 [Source:HGNC Symbol;Acc:HGNC:13342]	ENTREZGENE
11301	9235	ENTREZGENE_ACC:51350	9235.1	ENSG00000185069	KRT76	keratin 76, type II [Source:HGNC Symbol;Acc:HGNC:24430]	ENTREZGENE
11302	19932	ENTREZGENE_ACC:51351	19932.1	ENSG00000152926	ZNF117	zinc finger protein 117 [Source:HGNC Symbol;Acc:HGNC:12897]	ENTREZGENE
11303	19574	ENTREZGENE_ACC:51352	19574.1	N/A	N/A	N/A	N/A
11304	13111	ENTREZGENE_ACC:5136	13111.1	ENSG00000115252	PDE1A	phosphodiesterase 1A, calmodulin-dependent [Source:HGNC Symbol;Acc:HGNC:8774]	ENTREZGENE
11305	10661	ENTREZGENE_ACC:51360	10661.1	ENSG00000012174	MBTPS2	membrane-bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]	ENTREZGENE
11306	7967	ENTREZGENE_ACC:51361	7967.1	ENSG00000134709	HOOK1	hook microtubule-tethering protein 1 [Source:HGNC Symbol;Acc:HGNC:19884]	ENTREZGENE
11307	3380	ENTREZGENE_ACC:51362	3380.1	ENSG00000168438	CDC40	cell division cycle 40 [Source:HGNC Symbol;Acc:HGNC:17350]	ENTREZGENE
11308	3728	ENTREZGENE_ACC:51363	3728.1	ENSG00000182022	CHST15	carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137]	ENTREZGENE
11309	19920	ENTREZGENE_ACC:51364	19920.1	ENSG00000004838	ZMYND10	zinc finger, MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412]	ENTREZGENE
11310	13482	ENTREZGENE_ACC:51365	13482.1	ENSG00000144837	PLA1A	phospholipase A1 member A [Source:HGNC Symbol;Acc:HGNC:17661]	ENTREZGENE
11311	19074	ENTREZGENE_ACC:51366	19074.1	ENSG00000104517	UBR5	ubiquitin protein ligase E3 component n-recognin 5 [Source:HGNC Symbol;Acc:HGNC:16806]	ENTREZGENE
11312	13767	ENTREZGENE_ACC:51367	13767.1	ENSG00000167272	POP5	POP5 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:17689]	ENTREZGENE
11313	17870	ENTREZGENE_ACC:51368	17870.1	ENSG00000164081	TEX264	testis expressed 264 [Source:HGNC Symbol;Acc:HGNC:30247]	ENTREZGENE
11314	13113	ENTREZGENE_ACC:5137	13113.1	ENSG00000154678	PDE1C	phosphodiesterase 1C, calmodulin-dependent 70kDa [Source:HGNC Symbol;Acc:HGNC:8776]	ENTREZGENE
11315	13758	ENTREZGENE_ACC:51371	13758.1	ENSG00000132963	POMP	proteasome maturation protein [Source:HGNC Symbol;Acc:HGNC:20330]	ENTREZGENE
11316	3147	ENTREZGENE_ACC:51372	3147.1	ENSG00000232112	TMA7	translation machinery associated 7 homolog [Source:HGNC Symbol;Acc:HGNC:26932]	ENTREZGENE
11317	11165	ENTREZGENE_ACC:51373	11165.1	ENSG00000239789	MRPS17	mitochondrial ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:14047]	ENTREZGENE
11318	2371	ENTREZGENE_ACC:51374	2371.1	ENSG00000138085	ATRAID	all-trans retinoic acid-induced differentiation factor [Source:HGNC Symbol;Acc:HGNC:24090]	ENTREZGENE
11319	16956	ENTREZGENE_ACC:51375	16956.1	ENSG00000162627	SNX7	sorting nexin 7 [Source:HGNC Symbol;Acc:HGNC:14971]	ENTREZGENE
11320	19092	ENTREZGENE_ACC:51377	19092.1	ENSG00000116750	UCHL5	ubiquitin carboxyl-terminal hydrolase L5 [Source:HGNC Symbol;Acc:HGNC:19678]	ENTREZGENE
11321	629	ENTREZGENE_ACC:51378	629.1	ENSG00000101280	ANGPT4	angiopoietin 4 [Source:HGNC Symbol;Acc:HGNC:487]	ENTREZGENE
11322	4226	ENTREZGENE_ACC:51379	4226.1	ENSG00000176390	CRLF3	cytokine receptor-like factor 3 [Source:HGNC Symbol;Acc:HGNC:17177]	ENTREZGENE
11323	13114	ENTREZGENE_ACC:5138	13114.1	ENSG00000186642	PDE2A	phosphodiesterase 2A, cGMP-stimulated [Source:HGNC Symbol;Acc:HGNC:8777]	ENTREZGENE
11324	4264	ENTREZGENE_ACC:51380	4264.1	ENSG00000139631	CSAD	cysteine sulfinic acid decarboxylase [Source:HGNC Symbol;Acc:HGNC:18966]	ENTREZGENE
11325	1227	ENTREZGENE_ACC:51382	1227.1	ENSG00000100554	ATP6V1D	ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D [Source:HGNC Symbol;Acc:HGNC:13527]	ENTREZGENE
11326	19584	ENTREZGENE_ACC:51384	19584.1	ENSG00000002745	WNT16	wingless-type MMTV integration site family, member 16 [Source:HGNC Symbol;Acc:HGNC:16267]	ENTREZGENE
11327	20248	ENTREZGENE_ACC:51385	20248.1	ENSG00000164048	ZNF589	zinc finger protein 589 [Source:HGNC Symbol;Acc:HGNC:16747]	ENTREZGENE
11328	5458	ENTREZGENE_ACC:51386	5458.1	ENSG00000100129	EIF3L	eukaryotic translation initiation factor 3, subunit L [Source:HGNC Symbol;Acc:HGNC:18138]	ENTREZGENE
11329	11846	ENTREZGENE_ACC:51388	11846.1	ENSG00000132603	NIP7	NIP7, nucleolar pre-rRNA processing protein [Source:HGNC Symbol;Acc:HGNC:24328]	ENTREZGENE
11330	15388	ENTREZGENE_ACC:51389	15388.1	ENSG00000111832	RWDD1	RWD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20993]	ENTREZGENE
11331	13115	ENTREZGENE_ACC:5139	13115.1	ENSG00000172572	PDE3A	phosphodiesterase 3A, cGMP-inhibited [Source:HGNC Symbol;Acc:HGNC:8778]	ENTREZGENE
11332	445	ENTREZGENE_ACC:51390	445.1	ENSG00000146416	AIG1	androgen-induced 1 [Source:HGNC Symbol;Acc:HGNC:21607]	ENTREZGENE
11333	18721	ENTREZGENE_ACC:51393	18721.1	ENSG00000187688	TRPV2	transient receptor potential cation channel, subfamily V, member 2 [Source:HGNC Symbol;Acc:HGNC:18082]	ENTREZGENE
11334	4051	ENTREZGENE_ACC:51397	4051.1	ENSG00000145781	COMMD10	COMM domain containing 10 [Source:HGNC Symbol;Acc:HGNC:30201]	ENTREZGENE
11335	2086	ENTREZGENE_ACC:51398	2086.1	ENSG00000105583	WDR83OS	WD repeat domain 83 opposite strand [Source:HGNC Symbol;Acc:HGNC:30203]	ENTREZGENE
11336	18577	ENTREZGENE_ACC:51399	18577.1	ENSG00000196655	TRAPPC4	trafficking protein particle complex 4 [Source:HGNC Symbol;Acc:HGNC:19943]	ENTREZGENE
11337	1196	ENTREZGENE_ACC:514	1196.1	ENSG00000124172	ATP5E	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit [Source:HGNC Symbol;Acc:HGNC:838]	ENTREZGENE
11338	13116	ENTREZGENE_ACC:5140	13116.1	ENSG00000152270	PDE3B	phosphodiesterase 3B, cGMP-inhibited [Source:HGNC Symbol;Acc:HGNC:8779]	ENTREZGENE
11339	13867	ENTREZGENE_ACC:51400	13867.1	ENSG00000214517	PPME1	protein phosphatase methylesterase 1 [Source:HGNC Symbol;Acc:HGNC:30178]	ENTREZGENE
11340	8093	ENTREZGENE_ACC:51402	8093.1	N/A	N/A	N/A	N/A
11341	11954	ENTREZGENE_ACC:51406	11954.1	ENSG00000225921	NOL7	nucleolar protein 7, 27kDa [Source:HGNC Symbol;Acc:HGNC:21040]	ENTREZGENE
11342	7715	ENTREZGENE_ACC:51409	7715.1	ENSG00000114735	HEMK1	HemK methyltransferase family member 1 [Source:HGNC Symbol;Acc:HGNC:24923]	ENTREZGENE
11343	13117	ENTREZGENE_ACC:5141	13117.1	ENSG00000065989	PDE4A	phosphodiesterase 4A, cAMP-specific [Source:HGNC Symbol;Acc:HGNC:8780]	ENTREZGENE
11344	1489	ENTREZGENE_ACC:51411	1489.1	ENSG00000110934	BIN2	bridging integrator 2 [Source:HGNC Symbol;Acc:HGNC:1053]	ENTREZGENE
11345	207	ENTREZGENE_ACC:51412	207.1	ENSG00000077080	ACTL6B	actin-like 6B [Source:HGNC Symbol;Acc:HGNC:160]	ENTREZGENE
11346	13118	ENTREZGENE_ACC:5142	13118.1	ENSG00000184588	PDE4B	phosphodiesterase 4B, cAMP-specific [Source:HGNC Symbol;Acc:HGNC:8781]	ENTREZGENE
11347	602	ENTREZGENE_ACC:51421	602.1	ENSG00000114019	AMOTL2	angiomotin like 2 [Source:HGNC Symbol;Acc:HGNC:17812]	ENTREZGENE
11348	14034	ENTREZGENE_ACC:51422	14034.1	ENSG00000106617	PRKAG2	protein kinase, AMP-activated, gamma 2 non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9386]	ENTREZGENE
11349	13711	ENTREZGENE_ACC:51426	13711.1	ENSG00000122008	POLK	polymerase (DNA directed) kappa [Source:HGNC Symbol;Acc:HGNC:9183]	ENTREZGENE
11350	19929	ENTREZGENE_ACC:51427	19929.1	ENSG00000196247	ZNF107	zinc finger protein 107 [Source:HGNC Symbol;Acc:HGNC:12887]	ENTREZGENE
11351	4746	ENTREZGENE_ACC:51428	4746.1	ENSG00000183258	DDX41	DEAD (Asp-Glu-Ala-Asp) box polypeptide 41 [Source:HGNC Symbol;Acc:HGNC:18674]	ENTREZGENE
11352	16958	ENTREZGENE_ACC:51429	16958.1	ENSG00000130340	SNX9	sorting nexin 9 [Source:HGNC Symbol;Acc:HGNC:14973]	ENTREZGENE
11353	13119	ENTREZGENE_ACC:5143	13119.1	ENSG00000105650	PDE4C	phosphodiesterase 4C, cAMP-specific [Source:HGNC Symbol;Acc:HGNC:8782]	ENTREZGENE
11354	2242	ENTREZGENE_ACC:51430	2242.1	ENSG00000094975	SUCO	SUN domain containing ossification factor [Source:HGNC Symbol;Acc:HGNC:1240]	ENTREZGENE
11355	623	ENTREZGENE_ACC:51433	623.1	ENSG00000089053	ANAPC5	anaphase promoting complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:15713]	ENTREZGENE
11356	624	ENTREZGENE_ACC:51434	624.1	ENSG00000196510	ANAPC7	anaphase promoting complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:17380]	ENTREZGENE
11357	15517	ENTREZGENE_ACC:51435	15517.1	ENSG00000168077	SCARA3	scavenger receptor class A, member 3 [Source:HGNC Symbol;Acc:HGNC:19000]	ENTREZGENE
11358	10472	ENTREZGENE_ACC:51438	10472.1	ENSG00000046774	MAGEC2	melanoma antigen family C2 [Source:HGNC Symbol;Acc:HGNC:13574]	ENTREZGENE
11359	6149	ENTREZGENE_ACC:51439	6149.1	ENSG00000137414	FAM8A1	family with sequence similarity 8, member A1 [Source:HGNC Symbol;Acc:HGNC:16372]	ENTREZGENE
11360	13121	ENTREZGENE_ACC:5144	13121.1	ENSG00000113448	PDE4D	phosphodiesterase 4D, cAMP-specific [Source:HGNC Symbol;Acc:HGNC:8783]	ENTREZGENE
11361	8016	ENTREZGENE_ACC:51440	8016.1	ENSG00000116983	HPCAL4	hippocalcin like 4 [Source:HGNC Symbol;Acc:HGNC:18212]	ENTREZGENE
11362	19704	ENTREZGENE_ACC:51441	19704.1	ENSG00000198492	YTHDF2	YTH N(6)-methyladenosine RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:31675]	ENTREZGENE
11363	19339	ENTREZGENE_ACC:51442	19339.1	ENSG00000102243	VGLL1	vestigial-like family member 1 [Source:HGNC Symbol;Acc:HGNC:20985]	ENTREZGENE
11364	15032	ENTREZGENE_ACC:51444	15032.1	ENSG00000134758	RNF138	ring finger protein 138, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:17765]	ENTREZGENE
11365	8508	ENTREZGENE_ACC:51447	8508.1	ENSG00000068745	IP6K2	inositol hexakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:17313]	ENTREZGENE
11366	13086	ENTREZGENE_ACC:51449	13086.1	ENSG00000116005	PCYOX1	prenylcysteine oxidase 1 [Source:HGNC Symbol;Acc:HGNC:20588]	ENTREZGENE
11367	13123	ENTREZGENE_ACC:5145	13123.1	ENSG00000132915	PDE6A	phosphodiesterase 6A, cGMP-specific, rod, alpha [Source:HGNC Symbol;Acc:HGNC:8785]	ENTREZGENE
11368	14157	ENTREZGENE_ACC:51450	14157.1	ENSG00000167157	PRRX2	paired related homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21338]	ENTREZGENE
11369	9433	ENTREZGENE_ACC:51451	9433.1	ENSG00000205629	LCMT1	leucine carboxyl methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17557]	ENTREZGENE
11370	7539	ENTREZGENE_ACC:51454	7539.1	ENSG00000144366	GULP1	GULP, engulfment adaptor PTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18649]	ENTREZGENE
